Suositeltu yleiskielinen nimi
uppomustuainen
liuskemustuainen
dalmatianmustuainen

maamustuainen
harmomustuainen
laaksomustuainen
kaarnamustuainen
helsinginmustuainen
piilomustuainen
rantamustuainen
oliivimustuainen
tiilimustuainen
kelmumustuainen
tyrskymustuainen



savumustuainen



tundramustuainen

lepänmustuainen
kiiltomustuainen
ahdinmustuainen
kalvomustuainen

muurimustuainen
rauniomustuainen
laattamustuainen

norrlanninmustuainen
taigamustuainen
othmarinmustuainen
oulanganmustuainen
aaltomustuainen

rasvamustuainen
ruutumustuainen
savonmustuainen

kermamustuainen


sysimustuainen
jänönmustuainen
rusomustuainen
saananmustuainen


vainionmustuainen
nokimustuainen

rotkomustuainen
toskalinmustuainen

lippamustuainen


paljakkamustuainen

tulvamustuainen
tyvimustuainen
etelänmustuainen
kuulamustuainen
himmeämustuainen

vänerninmustuainen
päärynämustuainen
orvonmustuainen
ruskoryynimustuainen
hattarajäkälä


stridsyxesvamp (sv)











keuhkojäkälänryyni

sammallimiryyni

katajanpiilokka

sinitiera
tummakuoppajäkälä
tupakuoppajäkälä

suomenkuoppajäkälä


ruskokuoppajäkälä
kalkkikuoppajäkälä


pistekuoppajäkälä

isokuoppajäkälä
muurikuoppajäkälä

suomukuoppajäkälä


juurikuoppajäkälä
kastanjakuoppajäkälä
ruostekuoppajäkälä
rosokuoppajäkälä
pikkukuoppajäkälä
kalvaskuoppajäkälä
dvärgspricklav (sv)
rusokuoppajäkälä

kuppikuoppajäkälä

punakuoppajäkälä
rautakuoppajäkälä
rikkikuoppajäkälä
pölyharsojäkälä
brun honlav (sv)

isoseittijäkälä
rotkoseittijäkälä
rakoseittijäkälä



kalkkiseittijäkälä
merikeltuaisjäkälä
kalliokeltuaisjäkälä
korallikeltuaisjäkälä
sirokeltuaisjäkälä
kolokeltuaisjäkälä
pikkukeltuaisjäkälä
tunturikeltuaisjäkälä
kujakeltuaisjäkälä
loiskeltuaisjäkälä
kuparikeltuaisjäkälä
kyläkeltuaisjäkälä
pihlajankeltuaisjäkälä
voijäkälä
kelomurujäkälä
männynmurujäkälä

puistoripsijäkälä
suolaripsijäkälä
meriripsijäkälä
siimesjäkälä
tummalaakajäkälä
pohjanlaakajäkälä
kalliolaakajäkälä
rusolaakajäkälä
otalaakajäkälä
kääpiölaakajäkälä
kehnälaakajäkälä
valulaakajäkälä
naalinjäkälä
kauhalaakajäkälä
valkolaakajäkälä
lepänlaakajäkälä
sinilaakajäkälä
seinälaakajäkälä
ripsilaakajäkälä
kaitalaakajäkälä
tähtilaakajäkälä
vainiolaakajäkälä
hentolaakajäkälä
idänlaakajäkälä
härmälaakajäkälä
pihlajanlaakajäkälä
sammallaakajäkälä
limilaakajäkälä
pihanappijäkälä
hajanappijäkälä
nauhanappijäkälä
nokinappijäkälä
maitonappijäkälä
raidannappijäkälä
oranssinappijäkälä
haavannappijäkälä
ryhmynappijäkälä
nelikkonappijäkälä
suomennappijäkälä
brunmjölskimmerlav (sv)
kääpiönappijäkälä

suolanappijäkälä
piilonappijäkälä
seinämänappijäkälä

kaarnanappijäkälä
kivinappijäkälä
sammalnappijäkälä
lapinnappijäkälä
hämeennappijäkälä
kätkönappijäkälä
taiganappijäkälä
tuonennappijäkälä
ruostenappijäkälä
loisnappijäkälä
etelännappijäkälä
puistonappijäkälä
kalkkinappijäkälä
pohjannappijäkälä
lepännappijäkälä
aarninappijäkälä
liuskenappijäkälä
aronappijäkälä
koivunnappijäkälä

turvenappijäkälä
seitanappijäkälä
harmaanokijäkälä
aarninokijäkälä
loisnokijäkälä
lepännuppijäkälä
lintunyppyjäkälä
merinyppyjäkälä

pistenyppyjäkälä
kuoppanyppyjäkälä
vedrönnlav (sv)
jalonyppyjäkälä
ruskonyppyjäkälä
lepännyppyjäkälä
salonyppyjäkälä
koivunnyppyjäkälä
kallionyppyjäkälä
kääpiönyppyjäkälä
sysinuppijäkälä
kelonuppijäkälä
kallionuppijäkälä
männynnuppijäkälä
härmänuppijäkälä
sumunuppijäkälä
etelännuppijäkälä
pikkunuppijäkälä
dvärgspik (sv)
tammennuppijäkälä
pajunnuppijäkälä
keltanuppijäkälä
kantonuppijäkälä
vihernuppijäkälä
vuorijäkälä
härmämarmorijäkälä
kalkkimarmorijäkälä
etelänmarmorijäkälä
levymarmorijäkälä
latojäkälä

lapinnyppyjäkälä
sammalnyppyjäkälä
pohjannyppyjäkälä
snyltrönnlav (sv)


kalkkikeijunjäkälä
oulangankeijunjäkälä

palosuomujäkälä
kastanjansuomujäkälä


rantahattujäkälä


pohjanhattujäkälä
helohattujäkälä
tundrahattujäkälä
kalkkihattujäkälä

svarttoppig kollav (sv)

suipputorvijäkälä
louhikkotorvijäkälä
valkoporonjäkälä
ukontorvijäkälä
sauvatorvijäkälä
koreatorvijäkälä
kalliotorvijäkälä
nappitorvijäkälä
murutorvijäkälä
törmätorvijäkälä
kruunutorvijäkälä
tuhkatorvijäkälä
mätästorvijäkälä
jauhetorvijäkälä
hentoporonjäkälä
punatorvijäkälä
äimätorvijäkälä
tannertorvijäkälä
syllav (sv)
puikkotorvijäkälä

tähtitorvijäkälä
pistintorvijäkälä
jyvästorvijäkälä
sinitorvijäkälä
ketotorvijäkälä
harmaatorvijäkälä
kantotorvijäkälä
paasitorvijäkälä
jäätorvijäkälä
pikkutorvijäkälä
helotorvijäkälä
jalotorvijäkälä
haaratorvijäkälä
hankotorvijäkälä
stängellav (sv)
silotorvijäkälä
metsätorvijäkälä
pohjantorvijäkälä
karheatorvijäkälä
lapintorvijäkälä

kuppitorvijäkälä
turvetorvijäkälä
pahtatorvijäkälä
tappitorvijäkälä
alppitorvijäkälä
paakkutorvijäkälä
paljakkatorvijäkälä
isotorvijäkälä
mantutorvijäkälä
mietoporonjäkälä
norjantorvijäkälä
kunttatorvijäkälä
kaitatorvijäkälä
hongantorvijäkälä
täplätorvijäkälä
suppilotorvijäkälä
karvetorvijäkälä
nuijatorvijäkälä
lännentorvijäkälä
lännenporonjäkälä
pallotorvijäkälä
ruskotorvijäkälä
ryynitorvijäkälä
harmaaporonjäkälä
meritorvijäkälä
piennartorvijäkälä
rosotorvijäkälä
suomutorvijäkälä
palleroporonjäkälä
vihertorvijäkälä
nummitorvijäkälä
tundratorvijäkälä
sysiporonjäkälä
kimpputorvijäkälä
suotorvijäkälä
sormitorvijäkälä
keltatorvijäkälä
kalkkitorvijäkälä
sarvitorvijäkälä
paksutorvijäkälä
tunturitorvijäkälä

okatorvijäkälä
piikkitorvijäkälä
kerrostorvijäkälä
hammasjäkälä
jauhetappijäkälä
rupitappijäkälä
haaratappijäkälä
onkalorokkojäkälä
kivipallerojäkälä


sten-lecidella (sv)

lepänpallerojäkälä
haavanpallerojäkälä
jalopallerojäkälä


muuripallerojäkälä

pohjanpallerojäkälä
sokkelojäkälä
parasitsvartlav (sv)
äggsvartlav (sv)
grå svartlav (sv)
rusokehräjäkälä
kalvaskehräjäkälä
tallkantlav (sv)
haavankehräjäkälä

liekokehräjäkälä
jalokehräjäkälä
vaarakehräjäkälä

tummakehräjäkälä
pallokehräjäkälä
petäjänkehräjäkälä
lännenkehräjäkälä
harmaakehräjäkälä
raidankehräjäkälä
rauniokehräjäkälä
vaahterankehräjäkälä

murukehräjäkälä
koivunkehräjäkälä
puistokehräjäkälä

rotkokehräjäkälä
sammalkehräjäkälä
pohjankehräjäkälä
pulverikehräjäkälä
jauhekehräjäkälä

tunturikehräjäkälä
männynkehräjäkälä
suolakehräjäkälä
kantokehräjäkälä


ruutukehräjäkälä
kiekkokehräjäkälä

viherkehräjäkälä
karhunkehräjäkälä
sinikehräjäkälä
lapinkehräjäkälä

hyökykehräjäkälä
keltakehräjäkälä


kalliokehräjäkälä
silokehräjäkälä

lepänkehräjäkälä
pahtakehräjäkälä

härmäkehräjäkälä

lahokehräjäkälä


louhukehräjäkälä





valkokehräjäkälä
pajunkehräjäkälä

taigakehräjäkälä
varjokehräjäkälä

kelokehräjäkälä

kellertäväkehräjäkälä
ruostepaasijäkälä
strandsvedskivlav (sv)
mustapaasijäkälä
glänsande svedskivlav (sv)


pohjanpaasijäkälä

paistepaasijäkälä


blysvedskivlav (sv)



hämeenpaasijäkälä
tyrskykehräjäkälä
riuttakehräjäkälä
kaarrekehräjäkälä
vainiokehräjäkälä
kastanjakukkurajäkälä
tunturikukkurajäkälä
härmäkukkurajäkälä
punakukkurajäkälä
tammentulkkujäkälä
klippflamlav (sv)
nököjäkälä
punakorujäkälä
viherkorujäkälä
pohjanpakurajäkälä
muhkurajäkälä
lahotummujäkälä
merikehräjäkälä
kalkkikehräjäkälä
muurikehräjäkälä
hajakehräjäkälä

seinäkehräjäkälä
nuijakehräjäkälä
blygrå kantlav (sv)


oliivikehräjäkälä
pikikehräjäkälä
rakkaluppo
korpiluppo
tunturikarve
kaarrekarve
pallokarve
paasisuolikarve
paljakkasuolikarve
tunturiokajäkälä
kirjoluppo
rotkoluppo
kanadanluppo
tupsuluppo
harsuluppo
aarniluppo
kiiltoluppo
lapinluppo
piikkiluppo
hentoluppo
tummaluppo
hietaokajäkälä
pikkuhirvenjäkälä

isohirvenjäkälä
sirohirvenjäkälä
pikkuokajäkälä
tunturihirvenjäkälä
okahirvenjäkälä
pikkuröyhelö
tummaröyhelö
suohirvenjäkälä
aapahirvenjäkälä
lehtokarve
röyhelökarve
sormijäkälä
takkuhankajäkälä
jauhehankajäkälä
valkohankajäkälä
kourulumijäkälä
lapalumijäkälä
viherkarve
tunturiluppo
tunturipaisukarve
ruskopaisukarve
jauhepaisukarve
sormipaisukarve
tundrapaisukarve
kärsäpaisukarve
kalliopaisukarve
tuhkakarve
takkujäkälä
mustaröyhelö
sysiruskokarve
nokiruskokarve
karvaruskokarve
tammenruskokarve
härmäruskokarve
lepänruskokarve
tappiruskokarve
nystyruskokarve
pahtaruskokarve
koivunruskokarve
pohjanruskokarve
reikäkarve
rosoruskokarve
limiruskokarve
kyhmyruskokarve


härmäisokarve
kouruisokarve
letlav (sv)
limi-isokarve
luotoisokarve
liuskaisokarve
kallioisokarve
kiiltoisokarve
raidanisokarve
nappikarve
riuttakarve
keltatyvikarve
harmaatyvikarve

harmaaröyhelö
norjanröyhelö
puistokarve

ruskokehräjäkälä


aidaskehräjäkälä

pikkuvillakarve
isovillakarve
hankakarve

ruskoröyhelö
ripsiröyhelö
partanaava
lupponaava
riippunaava
jauhenaava
kiiltonaava
silonaava
tupsunaava
rihmanaava
lapinnaava
tukkanaava
etelännaava
katajanröyhelö
keltaröyhelö
karstakeltakarve
rannikkoruskokarve
vainioruskokarve
etelänkeltakarve
siloruskokarve
silokeltakarve
karstaruskokarve
aarnineulasjäkälä
mustikanneulasjäkälä
pohjantyynyjäkälä
sammaltyynyjäkälä
kolotyynyjäkälä
kaarnatyynyjäkälä
petäjäntyynyjäkälä

kantotyynyjäkälä
lahotyynyjäkälä
soratyynyjäkälä
taigatyynyjäkälä


tyvityynyjäkälä
aarnityynyjäkälä
paljakkatyynyjäkälä
parasitdynlav (sv)

liten grusdynlav (sv)
veddynlav (sv)
mustatyynyjäkälä
eteläntyynyjäkälä

palotyynyjäkälä
täplätyynyjäkälä


valkotyynyjäkälä
piikkityynyjäkälä
kääpiötyynyjäkälä
sysityynyjäkälä
männyntyynyjäkälä
nowakintyynyjäkälä
norjantyynyjäkälä
harmaatyynyjäkälä
kalvastyynyjäkälä


ryynityynyjäkälä
nukkatyynyjäkälä
turvetyynyjäkälä
koskityynyjäkälä
hämylehtojäkälä


pikkuskutula
jaloskutula
tummuvaskutula

piilo-otajäkälä
oksaotajäkälä
siimesjyväsjäkälä
rikkijyväsjäkälä
kupunuppujäkälä
småfruktig guldskivlav (sv)
rusonuppujäkälä
kalkkinuppujäkälä
lapinnuppujäkälä
maanuppujäkälä
punapaanujäkälä
palleropaanujäkälä
viherpaanujäkälä
papanajäkälä
snäcklav (sv)
piilotyynyjäkälä
varjotyynyjäkälä
kivityynyjäkälä
kalliotyynyjäkälä


varjolehtojäkälä
haavanlehtojäkälä
sammallehtojäkälä
ryynilehtojäkälä
kalkkilehtojäkälä

ruskolehtojäkälä
lännenlehtojäkälä
rusolehtojäkälä
koivunlehtojäkälä
piilolehtojäkälä

jalolehtojäkälä
saarnenlehtojäkälä
virtalehtojäkälä
punalehtojäkälä
tyrskylehtojäkälä
hentolehtojäkälä

kirjolehtojäkälä
skugglundlav (sv)

mjölig lundlav (sv)
kalliolehtojäkälä
viherlehtojäkälä
tulvalehtojäkälä

laholehtojäkälä

sauvalehtojäkälä
pajunruskeinen
pisteruskeinen
hituruskeinen
tunturiruskeinen
jauheruskeinen
aarniruskeinen
tammenruskeinen
oranssiruskeinen
täpläruskeinen

pikkuruskeinen
lehtoruskeinen
kalvasruskeinen
juurtoruskeinen
ikiruskeinen
tuhkaruskeinen
varpuruskeinen
taigaruskeinen
kevätruskeinen
nokilehtojäkälä
tummaruskeinen
läiskäruskeinen
kalkkiruskeinen
rusoruskeinen
purppurapyöröjäkälä
rusopyöröjäkälä
seinätassijäkälä
kuusentassijäkälä
jauhetassijäkälä
sammalnystyjäkälä
taiganystyjäkälä
kultahavujäkälä
ruskohavujäkälä
sydknagglav (sv)
glansknagglav (sv)
merisilmäjäkälä

puistosilmäjäkälä
pikkusilmäjäkälä
haavansilmäjäkälä
jauhesilmäjäkälä
salosilmäjäkälä
etelänsilmäjäkälä
lehtosilmäjäkälä
ruskosilmäjäkälä
härmäsilmäjäkälä
rantasilmäjäkälä
kalkkisilmäjäkälä
runkosilmäjäkälä
nuijasilmäjäkälä
tummasilmäjäkälä
sammalsilmäjäkälä
varjosilmäjäkälä
saarnenjäkälä
kuppirustojäkälä
koururustojäkälä
pallorustojäkälä
pikkurustojäkälä
sirorustojäkälä

risarustojäkälä
nappirustojäkälä
isorustojäkälä
idänrustojäkälä
kauharustojäkälä
jauherustojäkälä
kielirustojäkälä
tupsurustojäkälä
merirustojäkälä
suonirustojäkälä
suolarustojäkälä
lupporustojäkälä
pahtapakurajäkälä

täpläpakurajäkälä
kuprupakurajäkälä
kaarrejäkälä
kilpipakurajäkälä
suomupakurajäkälä
tuoksupakurajäkälä
kurulehtojäkälä
korpilehtojäkälä
punahurmejäkälä
kelohurmejäkälä
loishurmejäkälä
vihersukkulajäkälä
käyräsukkulajäkälä

seurasukkulajäkälä
hämysukkulajäkälä
frostig trädgrönelav (sv)
jauhesukkulajäkälä
kalliosukkulajäkälä
pikkukorallijäkälä
isokorallijäkälä
lyijyjauhejäkälä
pohjanjauhejäkälä
sinijauhejäkälä
kermajauhejäkälä
kalkkijauhejäkälä
pikkujauhejäkälä
pumpulijauhejäkälä

harmaajauhejäkälä
runkojauhejäkälä
liuskajauhejäkälä
paistejauhejäkälä

piikkijauhejäkälä
valkojauhejäkälä

tunturitinajäkälä
pystytinajäkälä
dyynitinajäkälä
napatinajäkälä
pohjantinajäkälä
velttotinajäkälä
myhkytinajäkälä
hietatinajäkälä
jäykkätinajäkälä
pakuratinajäkälä
kivitinajäkälä
lamotinajäkälä
eteläntinajäkälä
jauhetinajäkälä
somertinajäkälä
isotinajäkälä
hentotinajäkälä
kätkötinajäkälä
kangastinajäkälä
pallotinajäkälä
purotinajäkälä
suomutinajäkälä
kuiritinajäkälä
korallitinajäkälä
lattatinajäkälä
kalliotinajäkälä
huopatinajäkälä
paljastinajäkälä
ryväsjäkälä





pohjankorpijäkälä
jauhekorpijäkälä

verikorpijäkälä
mustakehräjäkälä



koverakorpijäkälä

vaaranystyjäkälä
liekohelmijäkälä
juurihelmijäkälä
pisarahelmijäkälä
poterojäkälä
isonupujäkälä
rosonupujäkälä
kokkarejäkälä
harmaakiekkojäkälä

pikkukiekkojäkälä
lapinkiekkojäkälä


isokiekkojäkälä
ruostekiekkojäkälä
rantakiekkojäkälä


valkokiekkojäkälä
loistokiekkojäkälä

kraatterikiekkojäkälä


paahdekypäräjäkälä
kalkkikypäräjäkälä

kiiltonystyjäkälä

liekonystyjäkälä
kuparinystyjäkälä



pohjannystyjäkälä
koivunnystyjäkälä


savunystyjäkälä




piilonystyjäkälä

aarninystyjäkälä


pihlajannystyjäkälä


ruskonystyjäkälä
nastanystyjäkälä







harmaanystyjäkälä
pistenystyjäkälä
murunystyjäkälä
liuskenystyjäkälä

kääpänystyjäkälä


männynnystyjäkälä

aidasnystyjäkälä




lattanystyjäkälä
kuusennystyjäkälä
kalkkinystyjäkälä
paistenystyjäkälä

tundranystyjäkälä

otavannystyjäkälä
okranystyjäkälä
kalvasnystyjäkälä

tyvinystyjäkälä


kosteikkonystyjäkälä






kiventierannystyjäkälä


lahonystyjäkälä
napanystyjäkälä

tunturikalliotiera
harmaakalliotiera
ruostekalliotiera
murukalliotiera
etelänrakojäkälä
kalkkirakojäkälä
tyviruskeinen
haavanruskeinen
stor knopplav (sv)
nelikkoruskeinen
liminystyjäkälä
kraatterijäkälä

uuvanannokarejäkälä
ryyninokarejäkälä

tunturikaihejäkälä
aarnikaihejäkälä
sammalkaihejäkälä
kääpiötinajäkälä
tunturisilmäjäkälä

storfruktig smaltrådslav (sv)
kalliokudejäkälä
poimuhyytelöjäkälä
risahyytelöjäkälä
pohjanhyytelöjäkälä
kalliohyytelöjäkälä
raidanhyytelöjäkälä
pahtahyytelöjäkälä
lännenhyytelöjäkälä
haavanhyytelöjäkälä

kalkkihyytelöjäkälä
myhkyhyytelöjäkälä
savihyytelöjäkälä
nappihyytelöjäkälä
nahkahyytelöjäkälä
liuskahyytelöjäkälä

ryynihyytelöjäkälä
aaltohyytelöjäkälä

savijäkälä
sinikesijäkälä
purokesijäkälä
samettikesijäkälä
tunturihyytelöjäkälä

kätköhyytelöjäkälä
piilohyytelöjäkälä
lattakesijäkälä
pikkukesijäkälä
täpläkesijäkälä
ruskokesijäkälä
limikesijäkälä
tannerkesijäkälä
risakesijäkälä
lännenkesijäkälä
hyytelökesijäkälä
poimukesijäkälä
mätäskesijäkälä
ryppykesijäkälä
hentokesijäkälä
korallikesijäkälä
sormikesijäkälä
seitajäkälä
tunturikeuhkojäkälä
raidankeuhkojäkälä
kalliokeuhkojäkälä
tupsalejäkälä
suomusopulinjäkälä
ripsisopulinjäkälä
sammaljäkälä
sammalkarvajäkälä
pohjankorvajäkälä
silomunuaisjäkälä
tunturikorvajäkälä
kalliomunuaisjäkälä
lännenmunuaisjäkälä

jauhemunuaisjäkälä
nukkamunuaisjäkälä
tunturiruijanjäkälä
rotkoruijanjäkälä
tunturikarstajäkälä
haavanlimijäkälä
etelänlimijäkälä
sinilimijäkälä
karstajäkälä
sammallimijäkälä
ryynilimijäkälä
tunturilimijäkälä

taigakulhojäkälä
pikkukulhojäkälä

tunturikuppijäkälä
poronkuppijäkälä
pohjankuppijäkälä
kalkkikuppijäkälä
suomukuppijäkälä
pilkkunahkajäkälä
huopanahkajäkälä
varjonahkajäkälä
polkunahkajäkälä
nuotionahkajäkälä
louhunahkajäkälä
jauhenahkajäkälä
turjannahkajäkälä
nappinahkajäkälä
lännennahkajäkälä
pohjannahkajäkälä
viitanahkajäkälä
kalkkinahkajäkälä
ahonahkajäkälä
anturanahkajäkälä
kelmunahkajäkälä
vuorinahkajäkälä
ketonahkajäkälä
